path,total_conversions,total_conversion_value,total_null
iota > iota > lambda > iota,3,16.8,8
beta > eta,1,0.785,3
beta > beta > eta,1,6.3839999999999995,3
theta > epsilon > zeta,0,0.0,2
iota > iota > beta > beta > iota > zeta > iota > iota > eta,1,3.2880000000000003,3
iota > iota > eta > iota,1,2.116,2
gamma > eta > eta > iota > iota,1,3.15,3
iota > beta > iota > gamma > beta > beta > alpha > beta > beta > beta > iota > beta > beta > iota,0,0.0,2
eta > eta > eta,1,6.697,2
iota > eta,1,5.82,2
iota > eta,1,3.875,2
gamma > alpha > theta > zeta > zeta,0,0.0,3
iota > beta > beta > alpha,1,3.6510000000000002,3
beta,1,0.6,3
eta > alpha > alpha,1,2.6719999999999997,3
iota > alpha > alpha > theta > beta > iota > iota > iota > alpha > iota > alpha,1,2.675,3
theta > beta > eta > beta > eta,1,7.63,3
eta > eta > epsilon > eta > epsilon > eta > alpha,1,9.93,2
iota > theta > eta > theta > iota,1,3.0,3
beta > beta > beta > alpha,1,4.1,2
iota > iota > beta > beta > eta,1,4.296,2
beta > alpha > alpha,1,1.14,3
theta > lambda > iota > iota > beta > iota,1,2.8,2
beta > beta > beta > eta > iota,1,1.189,3
iota > beta > eta,2,9.892999999999999,5
beta > beta > eta > beta,1,3.3480000000000003,2
eta > eta > lambda > lambda,1,2.71,2
lambda > alpha > alpha > kappa > alpha > alpha,1,2.928,3
iota > beta > beta > eta > beta > eta > theta > beta > theta > beta > eta > beta > iota > beta > eta > beta > alpha > eta > theta > lambda > lambda > beta > lambda > iota > beta > beta,1,2.2359999999999998,3
iota > theta > iota > iota > theta > iota > iota > iota > iota > iota,1,3.5,2
beta > beta > beta > alpha > lambda > eta > beta > alpha > beta > eta,1,2.248,2
iota > theta > iota > alpha > iota,0,0.0,3
beta > eta,1,5.295,3
epsilon > iota > iota > iota > epsilon > lambda > eta > theta > zeta > zeta > lambda,0,0.0,2
alpha > lambda > iota > alpha > alpha > alpha,1,2.3609999999999998,2
eta > alpha > alpha,1,3.985,3
iota > theta > iota > iota > iota > iota,1,2.182,3
beta > eta > beta > eta,1,1.965,2
beta > theta > iota > eta > iota,1,2.228,2
beta > iota,1,2.7239999999999998,3
beta > eta,1,3.4415,6
eta > alpha > lambda,1,25.435,2
alpha > kappa > kappa,1,4.7860000000000005,2
iota > eta > alpha > iota > eta,1,4.996,2
beta > iota > beta > alpha,1,7.371,2
eta,1,4.572,3
iota > iota > alpha > iota,17,82.8964347826087,73
beta > eta,1,6.5729999999999995,2
iota > zeta > lambda,1,1.6,2
iota > beta,0,0.0,2
eta > iota > iota > iota,1,4.0,2
eta,1,0.821,2
eta > alpha > eta > alpha > eta > alpha,1,4.359,3
theta > iota > lambda,1,2.05,3
eta,1,2.185,3
beta > iota > iota,0,0.0,3
beta > iota > iota > alpha,1,0.8,3
iota > iota > iota > iota > theta > iota > theta > beta,1,5.154,3
iota > iota > beta > eta > iota > iota > iota > iota > lambda > iota > alpha > theta > alpha > alpha > lambda > theta > epsilon > lambda > lambda > iota,0,0.0,3
theta > lambda > iota > lambda > lambda > lambda,1,2.8339999999999996,3
beta > iota > iota > alpha,1,4.667,3
beta > eta,1,10.25,3
theta > alpha > alpha > epsilon > epsilon > lambda > alpha > theta > alpha > epsilon > epsilon > epsilon,0,0.0,2
eta > eta > alpha > alpha > alpha,1,1.784,2
beta > beta > beta > beta,0,0.0,2
beta > iota,1,6.2,2
beta > eta,3,9.1,10
iota > beta > theta > alpha > alpha,1,9.2,3
eta,0,0.0,3
iota > alpha > iota > beta,1,3.332,3
eta > beta > eta > beta > beta > theta > beta > lambda > beta > theta,0,0.0,2
beta > iota > eta > beta > alpha > alpha > iota,1,2.176,3
iota > beta > beta > beta > beta > beta > beta > beta > eta,1,2.787,3
iota > theta > theta > alpha > theta > theta > theta,3,7.002000000000001,8
eta > eta,3,16.689,11
alpha > alpha > lambda > alpha > lambda > lambda,1,0.94,3
beta > beta > theta > theta,1,7.672000000000001,3
beta > theta,1,3.372,3
iota > alpha > lambda > lambda > iota > iota > lambda > iota > iota > iota > epsilon > iota > theta > eta > iota > iota,0,0.0,3
eta > alpha > alpha > epsilon > alpha > iota > kappa > kappa,2,20.908,5
iota > iota > iota > iota > iota > iota,1,4.112,2
beta > eta,1,2.65,2
eta,1,1.2990000000000002,2
iota > iota > iota > beta > alpha > alpha,1,3.2,3
beta > beta > beta > beta > theta > beta > eta,1,3.1430000000000002,2
beta > eta,2,4.76,6
iota > iota > alpha > lambda > iota > lambda > lambda > lambda > lambda > lambda > lambda > alpha > lambda,0,0.0,3
beta > alpha > alpha > alpha > alpha,2,6.925,6
beta > alpha > alpha > alpha > beta > beta > zeta > iota > epsilon,1,1.3419999999999999,3
iota > iota > iota > iota > iota > iota > iota > iota > iota > iota,1,15.228,3
iota > alpha > zeta > iota > iota > iota > iota > iota > zeta > zeta > iota,0,0.0,2
beta > beta > beta > eta > beta > eta,1,2.7,2
eta > beta > eta > eta > alpha,1,11.477,2
eta > eta > alpha > eta > beta > beta > eta > eta > beta > eta > eta > beta > eta > alpha > eta > eta > eta > eta,1,2.381,2
iota > epsilon > lambda,1,2.295,2
beta > eta,2,11.68,5
zeta > epsilon > epsilon > eta > epsilon,0,0.0,3
eta > eta > epsilon > eta > alpha,0,0.0,3
beta > eta > epsilon > eta,1,3.6460000000000004,2
iota > iota > eta > eta,1,4.305,3
lambda > lambda > lambda > alpha > alpha > kappa > lambda > kappa,1,8.187999999999999,2
alpha > beta > eta > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha,1,2.54,2
iota > beta > beta > iota > beta > beta > beta > iota,1,12.687000000000001,3
gamma > alpha > alpha > alpha > alpha > alpha,2,11.031333333333302,8
theta > theta > alpha > theta > theta > iota > theta > theta > iota > iota > theta,1,2.923,2
eta > eta > eta > eta,1,1.943,3
iota > eta,1,1.01,2
beta > iota > alpha > alpha,0,0.0,3
iota > iota > zeta > iota,1,3.13,3
eta,1,0.68,2
eta > beta > beta > eta > eta > alpha > lambda > eta > alpha > alpha > beta > beta > beta,0,0.0,3
beta > beta > beta > beta > beta > beta > lambda > zeta,1,11.085,3
lambda > iota > lambda > iota > iota > iota > iota > epsilon,1,18.324,2
alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > alpha > alpha > alpha,1,2.5269999999999997,2
iota > iota > alpha > kappa > kappa > kappa > kappa > kappa,0,0.0,3
theta > theta > alpha > iota,0,0.0,2
eta > eta > alpha > eta > eta > beta > eta > alpha > eta,0,0.0,3
iota > alpha > iota,6,19.07775,24
eta > iota > alpha,1,5.736000000000001,3
eta,1,4.796,2
eta > alpha > iota > iota > alpha,0,0.0,2
kappa > eta,1,4.978,3
eta > eta,1,3.802,3
eta,2,0.0700000000000003,6
theta > eta > theta,1,4.85,2
epsilon > epsilon,2,4.68533333333333,8
beta > beta > beta > iota > iota > iota > iota > beta > eta > iota > iota > iota > alpha > alpha > iota > iota > iota > theta > iota > theta,0,0.0,3
beta > iota,1,2.3,2
iota > iota > iota > iota > beta > eta > alpha > beta > eta > lambda > lambda > iota > epsilon > epsilon,1,4.556,3
lambda > beta > alpha,1,1.128,2
beta > alpha > beta > beta > iota > beta > iota > beta > iota > beta > eta,1,3.012,3
iota > beta > eta > beta > beta > beta,1,1.28,3
iota > eta > zeta > iota > lambda > iota > iota > iota > lambda > iota > lambda,1,3.41,2
iota > alpha > alpha > iota > iota > iota > iota > alpha > alpha > iota > iota > iota > alpha > alpha > iota,1,0.99,2
iota > iota > eta > beta > iota,1,0.5660000000000001,3
beta > beta > iota > gamma,0,0.0,6
iota > beta > iota,1,8.742,3
iota > beta,1,5.894,2
beta > beta,0,0.0,3
iota > beta,0,0.0,3
beta > iota > iota > beta > eta > beta > eta > beta > beta > eta > eta,1,7.685,3
alpha > alpha > alpha > alpha > alpha > iota > alpha > alpha > iota > alpha > iota > alpha > alpha > iota > iota > alpha > alpha > alpha > iota,3,13.548,8
eta,0,0.0,5
eta > eta,1,3.72,3
eta > eta > eta > eta,1,5.832000000000001,3
beta > eta,1,0.255,3
beta > beta > eta > eta,1,3.15,2
beta > beta > alpha,1,7.683,2
iota > beta > eta,1,1.798,2
eta,1,9.226,6
eta,1,1.415,2
beta > alpha > eta > eta > epsilon > eta > beta > eta > beta > alpha > eta > beta > eta,1,2.1,3
eta > eta > eta,1,3.1310000000000002,3
iota > iota > iota > iota > iota,1,1.495,2
eta > iota > iota > iota > iota > beta > iota > iota > iota > theta > iota > iota,1,7.278,3
alpha > beta > alpha,1,4.454,2
iota > alpha > iota > iota,1,7.4510000000000005,3
beta > iota > iota > iota > iota,1,2.165,2
iota > theta > zeta > lambda,0,0.0,2
beta > beta > theta,1,2.8989999999999996,3
iota > theta > alpha > iota > alpha > theta > alpha > theta > iota > iota > theta > iota > alpha > lambda > alpha,0,0.0,2
eta > eta > eta,1,6.5,3
eta,1,8.602,2
beta > alpha > theta > theta > alpha > theta > alpha > theta > theta > alpha,1,2.3,2
eta > eta > alpha,1,0.7879999999999999,2
iota > kappa > lambda > lambda > epsilon,1,1.77,3
theta > theta > iota > eta,1,2.634,2
iota > eta > eta > eta,1,5.5889999999999995,2
eta,1,2.6,3
beta > beta > iota > iota > alpha > iota,1,9.243,2
theta > alpha > alpha > alpha > beta,2,8.5,6
iota > iota > iota > iota > epsilon,2,6.916,6
beta > iota > iota > zeta > beta > eta > zeta > zeta > iota > zeta > zeta > iota > theta,1,1.4,3
eta > beta > eta,1,3.7,3
beta > alpha,1,1.246,2
iota > iota > iota > iota > iota > theta > iota > alpha > iota > iota > iota > iota > iota > iota > iota > theta > iota > iota > alpha > iota,1,17.325,2
gamma > alpha > alpha > eta > zeta > lambda > zeta > alpha,1,2.53,2
beta > beta > beta > iota > iota,1,0.84,2
theta > theta > epsilon > epsilon > epsilon > epsilon > theta > kappa,0,0.0,3
beta > iota,0,0.0,3
lambda > lambda > alpha > lambda > lambda > alpha > alpha > lambda,0,0.0,2
iota > iota > eta,1,6.131,2
lambda > iota > iota > lambda > alpha > alpha > alpha > epsilon,1,4.966,3
theta > beta > alpha,1,7.858,2
beta > eta > lambda > beta > eta,2,12.342,6
beta,1,7.382999999999999,3
beta,1,2.56,2
alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > alpha > iota > alpha > lambda,1,3.3,3
beta > iota > eta > eta,1,3.972,2
eta > lambda,1,4.316,3
beta > kappa > beta > beta > beta > eta,0,0.0,2
lambda > lambda > iota > lambda > iota > lambda > lambda > iota > alpha,1,11.113,3
theta > eta,1,18.787,5
beta > eta,1,5.33,2
iota > theta > beta > iota > theta > iota > iota > iota > theta > iota > iota > iota > iota > iota > iota > iota > theta > iota > theta > theta > theta,1,5.9,3
beta > eta,2,6.72533333333333,10
lambda > iota > gamma > alpha > iota > alpha > lambda,1,7.252000000000001,2
beta > alpha,1,11.338,3
eta > iota > eta,1,3.904,2
beta > beta > beta > beta > beta > beta > alpha > beta,1,5.4,2
eta,1,2.55,3
iota > zeta,3,5.853,10
eta > alpha,1,9.086,2
eta,0,0.0,3
beta > eta > alpha > beta > eta > beta > eta > alpha,1,6.976,2
beta,0,0.0,3
alpha > kappa > alpha > alpha > lambda > epsilon,1,6.542999999999999,2
eta,15,36.778125,52
iota > eta > eta,1,2.86,2
iota > kappa,2,3.4,5
beta,1,1.8130000000000002,5
iota > eta > beta > eta > beta > eta > eta > theta > eta > eta > eta > eta > eta > eta > theta > iota > theta > theta > theta > eta > theta > beta > beta > beta > beta > eta > theta > iota > eta > beta > eta > eta > beta > eta > theta > beta,1,6.672000000000001,2
beta > beta > beta > beta > beta > eta,1,4.668,2
beta > eta > beta > beta > beta > beta > eta,1,8.347000000000001,2
eta > alpha > epsilon > eta > epsilon > eta,0,0.0,3
eta > iota > iota > eta > iota > iota > iota > beta > iota,1,3.1719999999999997,3
beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > iota > beta > beta > beta > iota > beta > alpha > beta > beta > alpha > iota > beta > lambda,1,2.9130000000000003,2
beta > eta > eta,1,2.269,2
theta > theta > alpha > iota,2,9.96933333333333,8
beta > beta > beta > beta > beta > beta > eta,0,0.0,2
iota > alpha > epsilon,3,8.523,7
beta,2,15.66,5
eta > eta > iota > eta,1,1.9269999999999998,3
beta > beta > eta > eta > eta,1,5.206,2
beta > theta > kappa,1,5.142,2
beta > beta > beta > beta > beta > eta,1,6.875,3
beta > beta > beta > gamma > iota,1,4.284,3
iota > iota > iota > epsilon > epsilon > theta,1,2.3,2
iota > beta > alpha > lambda > lambda,0,0.0,2
iota > alpha > iota > theta,1,4.723,2
lambda > alpha > kappa > lambda > alpha > alpha > alpha > alpha,1,10.58,3
beta > iota > iota > iota > iota > kappa > theta > alpha > iota > alpha > iota > zeta > alpha > alpha > alpha > alpha,1,3.25,2
beta > beta > lambda > iota > kappa,1,8.502,3
beta > eta,2,8.067,6
beta > beta > beta > eta > alpha,0,0.0,2
eta,7,18.06175,22
beta > eta > beta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > eta > beta > alpha > eta,1,2.825,3
beta > beta > eta > iota > beta > eta > theta,1,3.202,2
alpha > iota > iota > iota > beta > beta > iota > beta > beta > iota > beta > iota,1,2.75,2
eta > eta,1,2.595,3
iota > beta > iota > iota > alpha,1,3.54,3
beta > beta,1,2.48,8
theta > theta > lambda > iota > alpha,1,5.0169999999999995,2
beta > beta > beta > eta > beta > alpha > beta > eta > eta > eta,0,0.0,2
eta > epsilon,1,5.796,3
iota > beta > eta > eta > eta > iota,1,1.4769999999999999,2
iota > beta > iota > iota > alpha > alpha,1,4.945,2
beta > beta > eta > eta > eta > eta > beta > eta,1,6.848,2
iota > iota > iota > iota > theta > lambda,1,6.0,2
eta,1,3.12,2
iota > lambda,1,1.275,3
beta > theta > alpha > beta > alpha,0,0.0,3
iota > beta > eta > iota > iota > eta > eta > epsilon,1,3.15,2
beta > theta,1,7.644,3
eta,0,0.0,2
eta,1,2.45,2
iota > iota,0,0.0,3
alpha > eta,1,3.5,3
iota > lambda > lambda > lambda,3,29.756,10
iota > eta > alpha,1,2.623,3
iota > iota > theta > gamma > iota,0,0.0,3
theta > alpha > eta > alpha > alpha > beta > beta > beta > eta,1,3.952,2
iota > iota > theta,1,3.1460000000000004,2
eta > beta > eta > beta > beta > beta > beta > beta,1,1.011,2
iota > iota > beta > beta > alpha > iota > alpha > beta > beta > iota > iota > beta > alpha,0,0.0,3
iota > iota > iota > lambda,6,15.924000000000001,21
theta > theta > theta > iota > iota > eta > theta > alpha,1,21.15,3
beta > lambda,1,6.14,2
beta > eta > alpha > alpha,1,2.24,3
eta > theta > iota,1,2.3,3
iota > lambda > iota > iota > iota > lambda > iota > zeta > iota > lambda > lambda > iota > iota > lambda,1,2.1,2
eta > eta > eta,1,12.280999999999999,3
eta > alpha,1,6.401,2
eta,0,0.0,3
beta > eta > beta > eta,1,2.6,3
beta,1,2.207,3
eta > eta,1,2.58,2
beta > lambda,1,2.9330000000000003,2
beta > eta,0,0.0,3
eta,1,4.08,3
beta > eta > beta,1,9.33,5
beta > beta > beta > beta > eta,1,1.8,3
beta > iota > beta > iota > beta > beta > iota > beta > beta > iota,0,0.0,3
eta,1,4.768,2
alpha > theta > zeta > lambda > iota > iota > iota > iota > epsilon > iota > theta > epsilon > iota,1,3.26,3
theta > eta,1,5.772,2
theta > iota > iota > beta > beta > iota > iota > iota > iota > beta > iota > iota > iota > theta > lambda > lambda > beta > theta > eta > iota,1,2.276,2
eta > alpha,1,0.8959999999999999,2
beta > beta > eta > iota > beta > theta > theta > iota > iota > iota > iota > iota > iota > iota > iota > iota > beta,1,4.239,2
iota > theta > iota > theta > alpha > alpha > beta > eta > iota,1,7.436,3
eta > eta,1,2.3480000000000003,2
eta,0,0.0,2
alpha > alpha > alpha > kappa > alpha,1,3.88,2
iota > iota > iota > iota > iota > iota > alpha > theta,1,15.876,3
iota > iota > beta > beta > eta,1,11.72,2
iota > eta,1,8.132,3
beta > beta > iota > beta > eta > beta > beta > beta > beta > beta > beta > beta > beta > iota > eta > eta,1,5.55,3
beta > beta > beta > eta,1,2.7239999999999998,2
lambda > alpha > alpha > alpha > iota > lambda > alpha > lambda > lambda > alpha > epsilon > epsilon > alpha > lambda > iota > lambda > alpha > epsilon > lambda > alpha > alpha,1,1.78,3
iota > alpha > epsilon > alpha,0,0.0,3
eta,4,9.71,12
eta > eta,1,4.06,2
beta > eta,1,1.565,3
beta > beta > beta > beta > beta > beta > beta > eta,1,3.2230000000000003,3
iota > theta > iota > eta,0,0.0,3
iota > theta > alpha > iota > epsilon > alpha,1,2.722,3
beta > beta > beta,0,0.0,3
beta > alpha > iota,1,4.64,3
eta > beta > eta,1,4.413,2
theta > epsilon > theta > kappa,1,8.289,3
iota > iota > alpha > lambda > lambda > alpha > epsilon > beta > iota,1,16.598,3
iota > theta > iota > iota > iota > epsilon > epsilon,1,4.36,2
iota > iota > beta > iota > iota > theta > eta > beta > lambda > iota > theta > lambda > iota > iota > iota,1,31.14,3
eta,3,3.295,9
gamma > alpha > epsilon,2,12.368,6
alpha > zeta > iota > theta,1,17.812,3
iota > iota > lambda,3,17.712,8
iota > beta > iota > alpha > iota > iota > lambda > iota > iota > iota > kappa > alpha > epsilon > alpha,1,3.3739999999999997,2
eta,3,18.7725,13
iota > alpha > alpha > iota > iota > iota > iota > iota,3,6.105,8
theta > iota > iota > eta > epsilon > iota > theta > iota > eta > alpha > iota > iota > lambda,1,2.151,2
beta > beta > eta > beta > eta,0,0.0,2
iota > iota > iota > zeta > iota,11,29.226999999999997,55
beta,2,14.218,6
beta > eta,1,8.105,5
eta > beta > eta > alpha,0,0.0,3
beta > beta > eta,1,4.123,2
iota > eta > iota > eta,0,0.0,2
eta > iota > beta > alpha > beta > kappa > eta > epsilon > beta > epsilon > alpha > eta > eta > theta,1,4.8,2
iota > iota > iota > iota > epsilon > theta > iota,1,9.045,3
iota > iota > iota > iota,1,2.718,3
beta > eta > beta > eta,1,2.434,2
eta > alpha > beta > eta > alpha,1,1.5719999999999998,3
eta,0,0.0,6
theta > alpha > alpha > alpha > iota > alpha > epsilon,1,8.058,2
beta > beta > beta > eta > eta > beta > eta,1,7.734,2
beta > eta,1,1.05,3
beta > beta > iota,0,0.0,3
beta > eta > eta,1,3.7739999999999996,3
eta > alpha > alpha,1,6.292000000000001,3
beta > lambda,1,8.361,2
iota > iota > alpha > iota > iota > beta > eta > alpha > iota > alpha > eta,1,4.503,2
beta > beta > iota > beta > iota > eta,0,0.0,2
beta,0,0.0,2
eta > iota > theta,1,1.4369999999999998,3
beta > alpha,2,11.743,5
theta > iota > iota > theta > alpha,1,7.371,3
eta > eta,4,18.6651428571429,20
eta > eta > eta > eta > alpha,0,0.0,2
beta > alpha > eta > alpha > eta > alpha,1,4.1,2
iota > beta > eta > alpha > alpha > eta > beta > eta > beta > eta > alpha > lambda > lambda > lambda > eta > iota > theta > alpha > alpha > alpha,1,2.4330000000000003,3
iota > iota > theta > iota > iota > iota > iota > beta > eta > iota > beta > iota > iota > alpha > beta > eta > eta > eta > iota,1,4.5,2
theta > iota > iota > beta > alpha > beta > iota,1,3.4,2
eta,1,0.9620000000000001,3
theta > beta > theta > iota > iota > iota,1,1.921,3
iota > iota > eta > iota > alpha > beta > beta > lambda > iota > iota > alpha > lambda > lambda > zeta > iota > iota > iota > theta > beta > theta > alpha > eta > beta > beta > theta > zeta > theta > beta > eta > eta > eta > eta > beta > eta > theta,1,10.469000000000001,2
iota > iota > eta,0,0.0,3
beta > beta > beta > eta,1,6.305,2
theta > alpha > beta > gamma > eta,0,0.0,3
eta > theta > theta,0,0.0,2
beta > beta > beta > beta > beta > beta > beta > eta,1,3.488,3
beta > eta > iota > alpha > eta > kappa > kappa,1,2.54,3
iota > iota > theta > alpha > alpha > alpha,0,0.0,2
eta > lambda,1,2.3,3
eta > eta > epsilon > iota > eta,1,1.854,3
beta > epsilon,1,5.516,3
theta > iota > iota > theta > alpha,1,3.15,2
beta,1,2.01,3
eta > iota > iota,1,5.14,2
eta > beta > lambda > lambda > lambda,0,0.0,3
beta > beta > beta > eta > iota > iota > iota > beta > beta > beta > beta > beta > eta > eta > beta > beta > eta,1,2.593,3
beta > beta > alpha > alpha > lambda,1,1.8659999999999999,2
alpha > iota > eta > zeta > lambda,1,1.585,2
eta > epsilon,1,3.112,3
iota > alpha > iota > iota > epsilon > alpha > alpha > alpha > iota,1,2.4,3
iota > iota > iota > alpha > theta,1,7.8245,5
iota > beta > beta,0,0.0,3
